file_name,height,width,bbox,age,race,masked,skintone,emotion,gender
77236032.jpg,1333,2000,"[928.2525252525255, 162.99999999999994, 700.2289562289568, 897.7537878787872]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77237392.jpg,2000,1333,"[741.9939853747657, 615.9999999999951, 295.0180438756857, 404.99999999999915]",20-30s,Negroid,unmasked,dark,Neutral,Female
77241785.jpg,1333,2000,"[909.6132235538234, 363.00000000000045, 217.13326472113803, 208.77685950413212]",Kid,Caucasian,unmasked,mid-light,Happiness,Female
77250980.jpg,1054,2000,"[874.0000000000003, 243.9999999999998, 256.99999999999915, 350.00115315315276]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77251416.jpg,1334,2000,"[392.0027383107098, 293.99999999999983, 138.99486566741933, 220.0000000000002]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77256478.jpg,1333,2000,"[1197.5121951219503, 233.12804878048655, 444.95934959349654, 668.1182926829258]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77256571.jpg,2000,1333,"[420.07450556755845, 367.36363636363626, 400.2005650656448, 508.2727272727271]",20-30s,Negroid,unmasked,mid-dark,Happiness,Female
77258019.jpg,1277,2000,"[1626.014860049342, 105.99999999999986, 170.9851399506631, 226.00000000000003]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
77258019.jpg,1277,2000,"[412.45122512784104, 263.4930181748677, 108.17835630387745, 133.43847653204833]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
77258019.jpg,1277,2000,"[1018.6164931525473, 173.75725542646038, 85.32598669907017, 104.28746553024287]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
77260203.jpg,1333,2000,"[831.1784378870459, 360.7642149163708, 327.1501869581199, 351.71872718397583]",40-50s,Mongoloid,unmasked,light,Neutral,Female
77262720.jpg,1333,2000,"[917.0050012503119, 167.99999999999963, 341.99499874968694, 454.9999999999992]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
77266876.jpg,1108,1478,"[669.99952481207, 289.0, 302.00126716781364, 371.9999999999996]",20-30s,Mongoloid,masked,light,Neutral,Female
77266878.jpg,1108,1478,"[714.6528050541519, 277.68299999999994, 313.34719494584823, 391.3239999999997]",20-30s,Mongoloid,masked,light,Neutral,Female
77266879.jpg,1108,1478,"[627.7550274223034, 281.9999999999997, 337.24497257769673, 379.99999999999983]",20-30s,Mongoloid,masked,light,Neutral,Female
77270481.jpg,1333,2000,"[681.0120214125661, 194.01051840721263, 198.71543843887426, 265.9789631855751]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77271881.jpg,1125,2000,"[677.0, 141.99999999999986, 153.0000000000001, 200.9999999999999]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
77272387.jpg,1324,2000,"[1013.4873813126268, 447.99999999999693, 229.10252373747198, 264.8971831525556]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
77283361.jpg,1333,2000,"[751.4695961835644, 201.9969385937886, 348.84277363434865, 443.00306140621075]",40-50s,Mongoloid,unmasked,light,Neutral,Female
77286897.jpg,2000,1333,"[490.8420093917174, 440.2092132305912, 164.46499217356947, 216.3552606994621]",20-30s,Caucasian,unmasked,mid-dark,Neutral,Female
77307125.jpg,1333,2000,"[826.0010002500609, 341.9999999999988, 294.99874968742, 412.99999999999835]",20-30s,Caucasian,unmasked,light,Surprise,Male
77307225.jpg,1333,2000,"[818.0005001250317, 211.0, 200.00000000000026, 249.00000000000003]",40-50s,Mongoloid,unmasked,light,Neutral,Female
77315472.jpg,1333,2000,"[1021.7865706095947, 189.26446280991735, 123.25351172503873, 183.86776859504135]",20-30s,Caucasian,unmasked,light,Happiness,Male
77318177.jpg,1333,2000,"[715.9999999999959, 60.999999999999645, 407.9974993748444, 518.999999999998]",20-30s,Caucasian,unmasked,light,Neutral,Male
77318632.jpg,1636,2000,"[473.8997555012229, 654.6000000000005, 377.09779951100154, 450.2000000000001]",20-30s,Caucasian,unmasked,light,Neutral,Female
77320255.jpg,1330,2000,"[723.0002683106786, 266.00000000000006, 226.99973168932084, 283.9999999999997]",20-30s,Negroid,unmasked,dark,Happiness,Male
77330180.jpg,2000,1441,"[474.9999999999988, 111.99999999999986, 318.99999999999926, 405.99999999999994]",20-30s,Caucasian,unmasked,light,Happiness,Female
77330258.jpg,1556,2000,"[253.9999646466432, 67.9999999999999, 240.00009595911126, 287.99999999999943]",40-50s,Caucasian,unmasked,light,Neutral,Female
77330323.jpg,1521,2000,"[465.9999999999998, 210.99999999999986, 365.99867531735674, 392.0]",20-30s,Caucasian,unmasked,light,Neutral,Female
77330491.jpg,1621,2000,"[540.7978188481458, 113.75657400451125, 240.43913964782678, 321.2434259954989]",20-30s,Caucasian,unmasked,light,Neutral,Female
77330580.jpg,2000,1357,"[753.4217282129216, 492.96808437253446, 137.57827178707637, 151.03191562746227]",20-30s,Caucasian,unmasked,light,Happiness,Female
77333532.jpg,1333,2000,"[1253.0000000000014, 138.45105587670975, 159.78923407792726, 222.8953933847041]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
77340507.jpg,2000,1335,"[455.1445898431303, 566.854863169471, 220.44589843130413, 283.1770524579961]",20-30s,Negroid,unmasked,mid-light,Happiness,Female
77349884.jpg,1334,2000,"[1187.0041074660624, 106.00000000000006, 301.9931542232246, 436.9999999999999]",20-30s,Caucasian,unmasked,light,Happiness,Female
77355198.jpg,1125,2000,"[970.0000000000009, 227.99999999999977, 156.0000000000003, 175.99999999999974]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77355335.jpg,1333,2000,"[650.1744271988175, 255.77827050997806, 271.8691796008863, 261.35476718403555]",20-30s,Mongoloid,unmasked,light,Neutral,Male
77358270.jpg,2000,1333,"[503.99524999999915, 56.99999999999999, 391.00474999999926, 529.9999999999987]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77382138.jpg,2000,1545,"[527.4750445632791, 697.4517906336092, 497.819964349377, 610.0697887970612]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
77387964.jpg,1333,2000,"[1239.6572496903414, 543.9062423946552, 124.17843788704718, 166.44604416049742]",Senior,Mongoloid,unmasked,light,Neutral,Male
7739330.jpg,1333,2000,"[836.9989997499374, 253.0, 327.00050012503084, 417.0000000000003]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77407783.jpg,1334,2000,"[687.003762154724, 94.99999999999989, 300.99247569055143, 379.9999999999999]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77409232.jpg,1335,2000,"[564.925751605913, 588.9494730241607, 174.06986200328726, 98.61435496704588]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
77421062.jpg,1333,2000,"[942.6390255594383, 253.0905073575553, 214.3195127797205, 271.0447012954218]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
77428673.jpg,2000,1333,"[411.99724999999967, 332.9999999999997, 262.0017499999992, 385.00000000000057]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77431888.jpg,1491,2000,"[515.1676082862516, 381.8257575757573, 634.1318267419956, 670.1174242424238]",Kid,Caucasian,unmasked,light,Neutral,Female
77433336.jpg,2000,1333,"[619.3954150787854, 353.4034948641349, 137.6045849212143, 191.70972633893345]",Senior,Caucasian,unmasked,mid-light,Happiness,Male
77434956.jpg,2000,1333,"[439.6723484848482, 332.1010101010103, 528.6553030303035, 704.3232323232322]",Kid,Caucasian,unmasked,light,Neutral,Male
77440560.jpg,1333,2000,"[851.7095358174823, 267.70685843353084, 193.43680458302336, 251.72418875528896]",Teenager,Caucasian,unmasked,mid-light,Neutral,Male
77441193.jpg,1333,2000,"[1080.8797529961041, 307.0000000000001, 207.33367639430227, 296.99999999999994]",40-50s,Caucasian,unmasked,mid-light,Neutral,Female
77442820.jpg,1333,2000,"[1129.9979994998757, 270.9999999999997, 358.99999999999875, 448.9999999999988]",40-50s,Mongoloid,unmasked,light,Happiness,Female
77443138.jpg,1333,2000,"[911.4035137384566, 267.4506076216877, 388.0935581461516, 523.7491714249603]",40-50s,Mongoloid,unmasked,light,Happiness,Female
77458390.jpg,2000,1333,"[693.0988622651838, 1062.4703510204008, 77.60799616834903, 78.52964897959973]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
77459087.jpg,1125,2000,"[941.0000000000005, 210.99999999999997, 241.00000000000017, 360.9999999999997]",20-30s,Caucasian,unmasked,mid-dark,Neutral,Female
77463113.jpg,1333,2000,"[965.9999999999998, 394.99999999999983, 161.99924981245294, 209.00000000000034]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77467560.jpg,1333,2000,"[787.2659932659951, 411.92929292929324, 339.41750841750763, 288.0921717171721]",Teenager,Caucasian,unmasked,mid-light,Neutral,Female
77475682.jpg,1333,2000,"[602.0020005001251, 184.99999999999986, 225.99549887471957, 303.0]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77475783.jpg,1333,2000,"[605.0505050505047, 258.316919191919, 298.7979797979803, 411.78156565656496]",20-30s,Mongoloid,unmasked,light,Neutral,Male
77475809.jpg,1333,2000,"[767.5616343753086, 209.14213510006192, 259.64384642821966, 326.79977081104084]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77477392.jpg,1333,2000,"[337.99999999999767, 196.77999999999923, 268.63090772693073, 364.209999999999]",20-30s,Mongoloid,masked,light,Neutral,Male
77480971.jpg,2000,1333,"[603.9999999999991, 487.99999999999875, 254.85862831329356, 300.43237134601065]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
77481156.jpg,1333,2000,"[750.0015003750929, 128.00000000000003, 190.9954988747165, 263.00000000000006]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
77487987.jpg,1334,2000,"[851.0031351289367, 319.0000000000001, 364.9968648710629, 438.99999999999966]",20-30s,Caucasian,unmasked,light,Neutral,Female
77488013.jpg,2000,1334,"[458.68560606060606, 503.7272727272726, 553.6818181818182, 663.6969696969699]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
77488026.jpg,1312,2000,"[407.0042031240543, 169.00000000000102, 223.9957968759504, 334.00000000000085]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
77495482.jpg,1333,2000,"[589.0035008752179, 234.99999999999983, 458.9937484371095, 560.999999999998]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77497106.jpg,1125,2000,"[1181.5041693366265, 396.6708860759423, 209.49583066335185, 276.78655001386613]",20-30s,Mongoloid,masked,mid-light,Neutral,Female
77498940.jpg,1158,2000,"[584.9999999999995, 132.0005901639343, 122.99999999999994, 184.99685245901617]",20-30s,Caucasian,masked,mid-light,Neutral,Female
77507625.jpg,1333,2000,"[289.68164821988415, 246.99999999999756, 316.4646863388394, 422.66322062633]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
77507794.jpg,1333,2000,"[911.9225589225587, 440.4154040404023, 349.7239057239061, 299.0492424242421]",20-30s,Caucasian,unmasked,light,Neutral,Female
77508149.jpg,1330,2000,"[964.0009390873794, 197.00000000000048, 214.9978535145663, 349.99999999999966]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77508396.jpg,1333,2000,"[225.46801346801357, 346.99999999999966, 552.3164983164983, 416.9999999999997]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
77511616.jpg,2000,1333,"[548.153581110301, 464.10524229620285, 247.57192079516147, 315.61056386683714]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77512652.jpg,2000,1333,"[703.9985, 382.99999999999983, 169.00149999999982, 225.99999999999986]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77513868.jpg,1333,2000,"[792.9625865365557, 204.8334478021511, 134.27578926838743, 161.16655219784812]",20-30s,Mongoloid,unmasked,mid-light,Happiness,Female
77514092.jpg,1334,2000,"[773.0043891805119, 258.00000000000074, 393.9921621776578, 492.0000000000003]",20-30s,Mongoloid,unmasked,light,Neutral,Male
77519956.jpg,1333,2000,"[1349.6390255594388, 637.8593215261649, 164.85853616020307, 218.35550885537657]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77521296.jpg,2000,1334,"[460.99813528336267, 291.0000000000002, 236.00153564899125, 311.9999999999978]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77526931.jpg,1333,2000,"[926.0241929752708, 347.44587464084526, 145.97580702472612, 190.55412535915366]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
77529066.jpg,1320,2000,"[591.9999999999972, 379.9999999999967, 219.99999999999872, 264.999999999999]",Kid,Caucasian,unmasked,light,Neutral,Female
77529066.jpg,1320,2000,"[634.999999999994, 0.0, 262.99999999999505, 256.9999999999952]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
77529151.jpg,1333,2000,"[985.6936549971985, 80.00837979185516, 281.75840685060587, 413.991620208143]",20-30s,Caucasian,unmasked,light,Neutral,Male
77532552.jpg,1328,2000,"[416.00029266864965, 41.99999999999986, 454.00009755621545, 616.9999999999993]",40-50s,Mongoloid,unmasked,mid-dark,Anger,Male
77533363.jpg,1333,2000,"[948.8607522714553, 197.00000000000017, 229.1392477285441, 297.82985954573564]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
77534625.jpg,1333,2000,"[894.0015003750938, 94.99999999999991, 252.99774943735875, 366.99999999999994]",20-30s,Negroid,masked,dark,Neutral,Male
77537348.jpg,1333,2000,"[996.0012503125786, 179.9999999999999, 101.99749937484452, 142.99999999999986]",20-30s,Mongoloid,masked,light,Neutral,Male
77541986.jpg,1333,2000,"[958.4613995949966, 190.72283104576277, 411.62836713916477, 519.2333748500889]",20-30s,Negroid,unmasked,mid-dark,Anger,Male
77552197.jpg,1502,2000,"[1429.9812401661175, 236.90130476055705, 300.1350820099472, 392.7682271072574]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77558598.jpg,1333,2000,"[1120.0010002500612, 211.00000000000014, 297.99649912478105, 374.99999999999983]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77559044.jpg,1333,2000,"[1039.0020005001252, 312.00000000000006, 175.99699924981192, 233.0000000000001]",20-30s,Mongoloid,masked,light,Neutral,Female
77560069.jpg,1333,2000,"[874.0737092445586, 262.1058277403597, 249.18009007066325, 316.89417225964024]",20-30s,Mongoloid,unmasked,light,Sadness,Female
77562238.jpg,2000,1333,"[570.0276404427339, 162.4498470172512, 250.06864220493284, 343.5501529827507]",20-30s,Caucasian,unmasked,light,Neutral,Male
77563245.jpg,1333,2000,"[485.3905021252198, 260.191446632064, 194.0201917838495, 271.1702949383367]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77563987.jpg,2000,2000,"[821.1025830284757, 434.1025830284807, 113.4839483358354, 151.55129151424052]",20-30s,Negroid,unmasked,dark,Neutral,Male
77566190.jpg,1333,2000,"[944.4021251879333, 267.27254604137045, 242.13114015306465, 322.24128996722465]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77568146.jpg,1333,2000,"[1294.7585485856976, 334.99999999999864, 207.44870848576036, 276.449846308637]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77571690.jpg,1334,2000,"[932.5470104038126, 463.36363636363626, 139.45298959618725, 172.6363636363633]",20-30s,Caucasian,unmasked,mid-dark,Neutral,Female
77572401.jpg,1333,2000,"[912.9598776137965, 309.9829680678481, 231.00383292328857, 320.066201204052]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77573379.jpg,1334,2000,"[906.7640358014626, 139.88048780487813, 458.21724979658256, 646.1048780487802]",20-30s,Caucasian,unmasked,light,Neutral,Female
77573438.jpg,1334,2000,"[960.4793597304132, 609.3181818181811, 520.2468407750648, 617.8409090909089]",20-30s,Caucasian,unmasked,light,Disgust,Female
77573574.jpg,1333,2000,"[1222.8318425142793, 256.99999999999994, 119.80178898286407, 152.99999999999994]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
77573918.jpg,1333,2000,"[1279.5635065600907, 213.2567110762419, 232.67232966192387, 317.57995438238055]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77584704.jpg,1333,2000,"[1040.9999999999993, 266.9999999999996, 232.9982495623909, 295.9999999999999]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
77587977.jpg,1333,2000,"[963.9365188280175, 239.77206565448773, 192.6590897795698, 247.99365708255309]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77592393.jpg,1333,2000,"[1049.0037509377262, 126.97678422819521, 280.8384357044233, 485.02321577179447]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77592418.jpg,1333,2000,"[1167.5690235690224, 17.409090909090914, 406.9494949494947, 554.0277777777774]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77592420.jpg,1333,2000,"[1354.056533877124, 38.871951219512525, 389.6914336025489, 628.999999999999]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77597417.jpg,1334,2000,"[587.0257259563481, 281.9103648289613, 189.8451707121862, 286.37091502224314]",20-30s,Caucasian,unmasked,light,Anger,Female
7760171.jpg,2000,1334,"[538.4189262162877, 1234.416718642339, 67.5531962329795, 198.04623277046397]",20-30s,Mongoloid,unmasked,light,Neutral,Male
77606524.jpg,1333,2000,"[745.0035008752143, 161.9999999999977, 430.9919979994894, 566.9999999999898]",20-30s,Negroid,unmasked,dark,Happiness,Male
77607595.jpg,1333,2000,"[795.7845117845117, 243.14772727272714, 534.7084262538801, 704.2397022169737]",20-30s,Negroid,unmasked,dark,Disgust,Male
77612988.jpg,1333,2000,"[903.0007501875468, 121.99999999999991, 291.99874968742125, 308.9999999999998]",20-30s,Negroid,unmasked,dark,Happiness,Male
77634776.jpg,1333,2000,"[1138.712401700177, 273.9362359506711, 242.85296154978528, 355.53188202466464]",20-30s,Caucasian,unmasked,light,Happiness,Female
77659374.jpg,1333,2000,"[975.0040010002502, 167.99999999999994, 354.9932483120776, 486.99999999999983]",20-30s,Caucasian,unmasked,light,Neutral,Female
77659541.jpg,1333,2000,"[448.83798803236965, 158.58223901510385, 496.28657159242437, 690.5596805785821]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77670678.jpg,1333,2000,"[1056.9393225466144, 275.84398538067046, 268.66929305896383, 354.0]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77680353.jpg,1000,2000,"[303.16455696202524, 96.99999999999997, 179.2531645569621, 232.4177215189873]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77680353.jpg,1000,2000,"[911.3924050632909, 85.44303797468355, 164.55696202531644, 234.17721518987335]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77680353.jpg,1000,2000,"[1553.79746835443, 96.5189873417722, 175.63291139240292, 229.43037974683534]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77681052.jpg,1330,2000,"[1109.9998674267545, 485.0, 317.9999053048226, 352.00000000000017]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77684829.jpg,1333,2000,"[1001.284081253855, 182.1536833312976, 336.2270822119567, 479.6542722221474]",20-30s,Negroid,unmasked,mid-dark,Anger,Male
77689724.jpg,1333,2000,"[677.0020005001248, 197.99999999999994, 225.99799949987516, 298.0]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
77695422.jpg,1333,2000,"[1116.5210374719863, 378.02629601803255, 180.46694111544275, 194.87894179201183]",40-50s,Caucasian,unmasked,light,Sadness,Female
77698228.jpg,2000,1333,"[571.8243235896067, 925.7188396884292, 291.38326647854433, 351.58105832307086]",20-30s,Mongoloid,unmasked,light,Sadness,Female
77699481.jpg,1333,2000,"[955.013753438359, 327.0, 488.99324831207866, 559.0]",20-30s,Mongoloid,unmasked,mid-light,Disgust,Male
77700263.jpg,1333,2000,"[873.373983739837, 363.00000000000006, 170.3739837398378, 206.0]",20-30s,Mongoloid,unmasked,light,Happiness,Male
77704298.jpg,1264,2000,"[1191.1786305272403, 240.7845999999998, 280.964200349539, 398.60769999999957]",20-30s,Caucasian,unmasked,light,Neutral,Female
77718386.jpg,1333,2000,"[723.0042510627563, 185.99999999999707, 405.9927481870431, 545.9999999999943]",Kid,Mongoloid,unmasked,light,Happiness,Male
77725072.jpg,1335,2000,"[980.6621525287885, 748.3316182746154, 60.78153955934235, 83.66838172538385]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77731261.jpg,2000,1333,"[407.2462917710922, 772.7689388923003, 595.4989405060198, 508.74711277185116]",Baby,Mongoloid,unmasked,mid-light,Sadness,Female
77733282.jpg,1333,2000,"[755.2944320508266, 312.29191105877914, 532.3113228584791, 751.8500085349018]",20-30s,Mongoloid,unmasked,light,Sadness,Female
77737749.jpg,1333,2000,"[424.85786446611615, 317.28719999999964, 450.2842710677667, 598.3204999999991]",20-30s,Caucasian,unmasked,light,Neutral,Male
77738969.jpg,1333,2000,"[430.9999999999874, 109.9999999999992, 196.99749937484313, 254.9999999999961]",40-50s,Caucasian,unmasked,light,Neutral,Male
77739064.jpg,1333,2000,"[876.0025006251561, 237.0, 265.9969992498116, 345.00000000000006]",20-30s,Caucasian,unmasked,light,Neutral,Female
77744921.jpg,1333,2000,"[456.9776730683654, 312.628225486317, 376.71841668151063, 507.37177451368115]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77750490.jpg,1333,2000,"[540.9999999999992, 223.9999999999998, 293.99774943735906, 378.0000000000001]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77750603.jpg,2000,1335,"[546.9999999999977, 287.9999999999984, 521.2803703184971, 600.5186179092312]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77756216.jpg,1054,2000,"[905.9999999999991, 225.0011531531533, 174.00000000000045, 243.00038438438412]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77769802.jpg,1333,2000,"[503.4696612733065, 318.85808040631133, 160.2962243788484, 272.1419195936869]",Kid,Caucasian,unmasked,light,Neutral,Male
7777472.jpg,1333,2000,"[614.1300813008127, 322.0, 575.8617886178858, 443.59634146341386]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77776286.jpg,1333,2000,"[377.43538491617727, 341.3868435803246, 86.30615474852604, 107.35526069946239]",40-50s,Caucasian,unmasked,light,Happiness,Female
77780730.jpg,1125,2000,"[711.9890775000957, 195.65235743679057, 298.9686799164156, 384.355447597684]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77781721.jpg,1532,2000,"[349.0083453307625, 153.99999999999963, 333.985163856421, 417.99999999999875]",20-30s,Caucasian,unmasked,light,Happiness,Female
77789322.jpg,1333,2000,"[513.2350626839502, 67.85953708338745, 333.0696862534427, 436.78560111673795]",20-30s,Caucasian,unmasked,light,Happiness,Female
77793964.jpg,1333,2000,"[1100.9620060572154, 252.13194381829487, 205.69116644418506, 284.1825521068119]",20-30s,Caucasian,unmasked,light,Neutral,Female
77795757.jpg,1333,2000,"[1005.1166041350459, 127.89539338470426, 284.3250937974333, 388.10460661529555]",20-30s,Caucasian,unmasked,light,Sadness,Female
77797968.jpg,625,2000,"[357.61879420992494, 169.72965307542327, 211.4254375993274, 258.27034692457636]",Kid,Caucasian,unmasked,light,Happiness,Male
77799292.jpg,1333,2000,"[666.4680134680134, 207.34469696969674, 457.9494949494945, 468.7752525252525]",20-30s,Mongoloid,unmasked,mid-dark,Happiness,Female
77801749.jpg,1333,2000,"[1009.1731837502009, 126.66247393678849, 241.29355090879716, 339.3375260632106]",20-30s,Caucasian,unmasked,light,Happiness,Female
7780776.jpg,1333,2000,"[871.0022505626342, 401.9999999999973, 193.99599899974893, 263.9999999999966]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77813071.jpg,1333,2000,"[852.002000500126, 213.00000000000006, 273.99974993748447, 334.99999999999915]",20-30s,Caucasian,unmasked,light,Neutral,Female
77813539.jpg,1335,2000,"[927.982027724455, 355.1784675657414, 162.05658523347194, 234.90579988505615]",20-30s,Caucasian,unmasked,mid-dark,Neutral,Female
77817274.jpg,2000,1333,"[671.9962499999993, 593.9999999999999, 202.0057499999993, 286.9999999999996]",20-30s,Caucasian,unmasked,light,Neutral,Female
77817563.jpg,2000,1333,"[72.25815810358782, 831.0282509289134, 509.0046617734657, 449.14759038263446]",20-30s,Caucasian,unmasked,mid-light,Happiness,Female
77818016.jpg,1333,2000,"[371.9024756189045, 261.8000000000002, 259.1950487621899, 338.79999999999905]",20-30s,Caucasian,unmasked,mid-dark,Happiness,Female
77826230.jpg,1331,2000,"[1175.6120294166435, 234.0000000000001, 136.38797058335862, 188.00000000000003]",20-30s,Caucasian,unmasked,light,Neutral,Female
7782699.jpg,1324,2000,"[1214.5278450363185, 524.6146341463401, 199.17271993543258, 290.5414634146339]",20-30s,Mongoloid,unmasked,light,Happiness,Female
7782700.jpg,2000,1324,"[698.6835298845995, 461.35364358717527, 121.66823484616546, 159.6064224539999]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
7782702.jpg,1324,2000,"[930.9999999999995, 386.0, 200.99812062362977, 277.99999999999966]",20-30s,Mongoloid,unmasked,light,Neutral,Female
7782704.jpg,2000,1324,"[564.6904797181339, 336.64391197237114, 427.3095202818664, 564.038045284674]",20-30s,Mongoloid,unmasked,light,Happiness,Female
7782708.jpg,1324,2000,"[532.4329375865185, 290.89490000000023, 314.5986834261231, 487.92820000000006]",20-30s,Mongoloid,unmasked,light,Neutral,Female
7782720.jpg,2000,1324,"[787.9985267034958, 737.9999999999868, 315.0020626150927, 341.9999999999984]",20-30s,Mongoloid,unmasked,light,Happiness,Female
77829960.jpg,2000,1333,"[539.9668845620781, 272.0000000000006, 292.53585293551436, 436.7959043639734]",20-30s,Caucasian,unmasked,light,Happiness,Female
77832360.jpg,2000,2000,"[735.0000000000005, 434.9999999999998, 100.99999999999962, 152.00000000000006]",20-30s,Negroid,unmasked,dark,Neutral,Male
77840702.jpg,1333,2000,"[1066.0017504376096, 340.99999999999903, 145.99724931232782, 215.99999999999932]",20-30s,Caucasian,unmasked,light,Neutral,Female
77844906.jpg,1333,2000,"[1352.963714642666, 318.9999999999961, 252.41660515743132, 368.99999999999653]",20-30s,Caucasian,unmasked,light,Happiness,Female
77847919.jpg,1333,2000,"[658.3657569621181, 186.0399867096997, 602.740717146001, 866.2853557590956]",40-50s,Mongoloid,unmasked,mid-light,Disgust,Male
77850559.jpg,2000,1333,"[536.728477927317, 242.63316932867292, 454.42963375673224, 637.9999999999959]",20-30s,Caucasian,unmasked,light,Neutral,Female
77863350.jpg,1333,2000,"[595.002750687666, 332.99999999999676, 358.9942485621367, 440.9999999999939]",Teenager,Caucasian,unmasked,mid-light,Neutral,Female
77866890.jpg,2000,1500,"[509.78972003616406, 580.9999999999978, 531.2714165913223, 764.6481121894213]",20-30s,Caucasian,unmasked,light,Happiness,Female
77869174.jpg,1500,2000,"[893.9999999999993, 484.9999999999998, 222.00000000000043, 295.9999999999994]",20-30s,Caucasian,unmasked,mid-light,Neutral,Male
77872127.jpg,1334,2000,"[751.9987459484248, 224.0000000000001, 321.9990594613197, 409.9999999999991]",20-30s,Mongoloid,unmasked,light,Sadness,Male
77887643.jpg,2000,1333,"[485.99749999999955, 106.99999999999989, 408.0034999999991, 545.9999999999998]",20-30s,Caucasian,unmasked,light,Neutral,Female
77897896.jpg,1333,2000,"[842.1708213748751, 229.34461938612384, 297.789682041278, 314.9988669644526]",20-30s,Caucasian,unmasked,light,Happiness,Female
77900232.jpg,1333,2000,"[1174.9992498124536, 293.9999999999995, 135.00025006251562, 197.00000000000009]",20-30s,Caucasian,unmasked,mid-light,Neutral,Female
77907647.jpg,1333,2000,"[1012.504065040648, 0.0, 355.1219512195123, 389.99024390243875]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77907648.jpg,1333,2000,"[513.5666714916256, 30.079973419401092, 348.9143315369768, 359.51982722610364]",20-30s,Mongoloid,unmasked,light,Neutral,Female
77910043.jpg,1333,2000,"[491.99949987496876, 257.99999999999983, 146.9984996249058, 195.00000000000014]",20-30s,Mongoloid,unmasked,mid-light,Neutral,Female
